cluster_id	referent	in_clust
6953	TW84_RS20240	ET948_RS03910
6953	TW84_RS20240	CEQ48_RS18470
6954	HRU48_RS09775	HRU48_RS09775
6955	HRU48_RS23420	HRU48_RS23420
6956	JYA58_RS16140	JYA58_RS16140
6957	JYA58_RS21885	JYA58_RS21885
6957	JYA58_RS21885	EXA19_RS14890
6958	JYA57_RS14685	JYA57_RS14685
6959	JYA57_RS10740	JYA57_RS10740
6960	OH455_RS02700	OH455_RS02700
6961	ABS858_RS10895	ABS858_RS10895
6962	AACS08_RS11095	AACS08_RS11095
6963	AACV94_RS00055	AACV94_RS00055
6964	TW84_RS02185	TW84_RS02185
6965	TW84_RS02345	TW84_RS02345
6966	TW84_RS07080	TW84_RS07080
6967	TW84_RS07275	TW84_RS07275
6967	TW84_RS07275	ET948_RS08770
6967	TW84_RS07275	CEQ48_RS13730
6968	TW84_RS07440	TW84_RS07440
6969	TW84_RS11150	TW84_RS11150
6969	TW84_RS11150	DLR58_RS06245
6970	TW84_RS11310	TW84_RS11310
6971	TW84_RS15215	TW84_RS15215
6972	TW84_RS15435	TW84_RS15435
6973	CEQ48_RS00990	CEQ48_RS00990
6973	CEQ48_RS00990	JYA57_RS15605
6973	CEQ48_RS00990	ET948_RS10955
6974	CEQ48_RS01500	CEQ48_RS01500
6975	CEQ48_RS02270	CEQ48_RS02270
6975	CEQ48_RS02270	ET948_RS16495
6975	CEQ48_RS02270	TW84_RS03585
6976	TW84_RS01695	TW84_RS01695
6976	TW84_RS01695	ET948_RS04095
6976	TW84_RS01695	CEQ48_RS18800
6977	TW84_RS08140	TW84_RS08140
6977	TW84_RS08140	EXA14_RS18660
6978	TW84_RS08310	TW84_RS08310
6979	TW84_RS08475	TW84_RS08475
6979	TW84_RS08475	CEQ48_RS13215
6979	TW84_RS08475	ET948_RS09595
6980	TW84_RS12145	TW84_RS12145
6980	TW84_RS12145	CEQ48_RS02230
6981	TW84_RS12325	TW84_RS12325
6982	TW84_RS12580	TW84_RS12580
6982	TW84_RS12580	DLR65_RS13945
6983	TW84_RS15760	TW84_RS15760
6984	TW84_RS15925	TW84_RS15925
6984	TW84_RS15925	ET948_RS00790
6984	TW84_RS15925	CEQ48_RS15130
6985	TW84_RS16120	TW84_RS16120
6985	TW84_RS16120	CEQ48_RS05515
6985	TW84_RS16120	ET948_RS05140
6986	TW84_RS20025	TW84_RS20025
6986	TW84_RS20025	ET948_RS05975
6986	TW84_RS20025	CEQ48_RS06390
6987	HRU48_RS23475	HRU48_RS23475
6988	JYA58_RS23120	JYA58_RS23120
6989	JYA57_RS13095	JYA57_RS13095
6989	JYA57_RS13095	AACX92_RS00915
6990	JYA57_RS09655	JYA57_RS09655
6990	JYA57_RS09655	ET948_RS11720
6991	OH455_RS09200	OH455_RS09200
6992	ABS858_RS04520	ABS858_RS04520
6992	ABS858_RS04520	EXA14_RS02775
6993	AACS08_RS12610	AACS08_RS12610
6994	TW84_RS03595	TW84_RS03595
6994	TW84_RS03595	CEQ48_RS02260
6994	TW84_RS03595	ET948_RS16485
6995	TW84_RS03780	TW84_RS03780
6996	TW84_RS03980	TW84_RS03980
6997	TW84_RS07655	TW84_RS07655
6998	TW84_RS07830	TW84_RS07830
6999	TW84_RS20905	TW84_RS20905
6999	TW84_RS20905	B5D54_RS12175
6999	TW84_RS20905	CEQ48_RS19025
7000	TW84_RS21075	TW84_RS21075
7001	TW84_RS21300	TW84_RS21300
7002	JYA58_RS15005	JYA58_RS15005
7003	JYA58_RS06435	JYA58_RS06435
7004	JYA57_RS02260	JYA57_RS02260
7005	AACS08_RS22810	AACS08_RS22810
7006	AACX92_RS18725	AACX92_RS18725
7007	TW84_RS15595	TW84_RS15595
7008	TW84_RS19450	TW84_RS19450
7009	TW84_RS19610	TW84_RS19610
7010	TW84_RS23100	TW84_RS23100
7011	HRU48_RS06640	HRU48_RS06640
7011	HRU48_RS06640	DLR65_RS13935
7012	JYA58_RS16795	JYA58_RS16795
7013	JYA58_RS05065	JYA58_RS05065
7014	JYA57_RS22900	JYA57_RS22900
7015	ABS858_RS13040	ABS858_RS13040
7016	AACS08_RS02735	AACS08_RS02735
7017	AACV94_RS20565	AACV94_RS20565
7018	TW84_RS03330	TW84_RS03330
7019	TW84_RS03525	TW84_RS03525
7020	TW84_RS09780	TW84_RS09780
7020	TW84_RS09780	CEQ48_RS09115
7020	TW84_RS09780	ET948_RS09090
7021	TW84_RS18025	TW84_RS18025
7021	TW84_RS18025	DLR58_RS09020
7021	TW84_RS18025	ET948_RS14485
7022	TW84_RS22440	TW84_RS22440
7022	TW84_RS22440	ET948_RS02220
7022	TW84_RS22440	DLR58_RS13960
7023	TW84_RS22625	TW84_RS22625
7024	TW84_RS22890	TW84_RS22890
7025	HRU48_RS02850	HRU48_RS02850
7026	JYA58_RS14505	JYA58_RS14505
7027	TW84_RS09025	TW84_RS09025
7028	TW84_RS12755	TW84_RS12755
7029	TW84_RS12930	TW84_RS12930
7030	TW84_RS13105	TW84_RS13105
7030	TW84_RS13105	TW84_RS01240
7030	TW84_RS13105	CEQ48_RS10965
7031	TW84_RS20655	TW84_RS20655
7031	TW84_RS20655	DLR61_RS17995
7032	HRU48_RS23440	HRU48_RS23440
7033	JYA58_RS16150	JYA58_RS16150
7034	JYA57_RS14695	JYA57_RS14695
7035	JYA57_RS10810	JYA57_RS10810
7036	OH455_RS19830	OH455_RS19830
7037	ABS858_RS10915	ABS858_RS10915
7038	AACS08_RS11105	AACS08_RS11105
7038	AACS08_RS11105	AACU23_RS14205
7039	AACV94_RS03240	AACV94_RS03240
7040	AACX92_RS07920	AACX92_RS07920
7041	TW84_RS02195	TW84_RS02195
7042	TW84_RS02355	TW84_RS02355
7043	TW84_RS07100	TW84_RS07100
7044	TW84_RS07285	TW84_RS07285
7044	TW84_RS07285	ET948_RS08760
7044	TW84_RS07285	DLR58_RS01080
7045	TW84_RS07450	TW84_RS07450
7046	GPX94_RS15880	GPX94_RS15880
7047	EXA14_RS03265	EXA14_RS03265
7048	EXA14_RS03425	EXA14_RS03425
7049	EXA15_RS16785	EXA15_RS16785
7050	EXA19_RS17915	EXA19_RS17915
7051	EXA22_RS14140	EXA22_RS14140
7052	EXA22_RS11220	EXA22_RS11220
7053	EXA23_RS05425	EXA23_RS05425
7054	MJ623_RS16545	MJ623_RS16545
7055	ET948_RS00875	ET948_RS00875
7055	ET948_RS00875	CEQ48_RS15225
7055	ET948_RS00875	TW84_RS15630
7056	ET948_RS01040	ET948_RS01040
7056	ET948_RS01040	CEQ48_RS07355
7057	ET948_RS05725	ET948_RS05725
7057	ET948_RS05725	CEQ48_RS06120
7057	ET948_RS05725	TW84_RS05725
7058	ET948_RS11865	ET948_RS11865
7059	ET948_RS12225	ET948_RS12225
7059	ET948_RS12225	CEQ48_RS09665
7059	ET948_RS12225	TW84_RS04890
7060	ET948_RS15115	ET948_RS15115
7061	TW84_RS00330	TW84_RS00330
7062	TW84_RS04245	TW84_RS04245
7063	TW84_RS04600	TW84_RS04600
7063	TW84_RS04600	ET948_RS13255
7064	TW84_RS04940	TW84_RS04940
7064	TW84_RS04940	CEQ48_RS09615
7064	TW84_RS04940	ET948_RS12285
7065	TW84_RS05100	TW84_RS05100
7066	TW84_RS05470	TW84_RS05470
7066	TW84_RS05470	ET948_RS12880
7066	TW84_RS05470	DLR58_RS16210
7067	TW84_RS05630	TW84_RS05630
7067	TW84_RS05630	ET948_RS05815
7067	TW84_RS05630	DLR58_RS07505
7068	TW84_RS06455	TW84_RS06455
7069	TW84_RS10680	TW84_RS10680
7069	TW84_RS10680	DLR58_RS02900
7069	TW84_RS10680	ET948_RS04660
7070	TW84_RS14515	TW84_RS14515
7071	TW84_RS18370	TW84_RS18370
7072	TW84_RS18595	TW84_RS18595
7073	TW84_RS21990	TW84_RS21990
7073	TW84_RS21990	CEQ48_RS05575
7074	HRU48_RS06130	HRU48_RS06130
7075	ABS858_RS05880	ABS858_RS05880
7075	ABS858_RS05880	AACS08_RS01625
7076	AACV94_RS15305	AACV94_RS15305
7077	TW84_RS00700	TW84_RS00700
7077	TW84_RS00700	ET948_RS10405
7077	TW84_RS00700	DLR58_RS12405
7078	TW84_RS00875	TW84_RS00875
7078	TW84_RS00875	CEQ48_RS11150
7078	TW84_RS00875	EXA14_RS18465
7079	TW84_RS09490	TW84_RS09490
7079	TW84_RS09490	CEQ48_RS02015
7080	TW84_RS13855	TW84_RS13855
7080	TW84_RS13855	CEQ48_RS15725
7081	TW84_RS17225	TW84_RS17225
7082	TW84_RS17460	TW84_RS17460
7083	TW84_RS17620	TW84_RS17620
7083	TW84_RS17620	DLR58_RS04995
7083	TW84_RS17620	ET948_RS10850
7084	TW84_RS21745	TW84_RS21745
7084	TW84_RS21745	DLR58_RS05730
7084	TW84_RS21745	ET948_RS03180
7085	HRU48_RS14745	HRU48_RS14745
7086	HRU48_RS14960	HRU48_RS14960
7086	HRU48_RS14960	DLR62_RS03685
7087	JYA58_RS13040	JYA58_RS13040
7088	JYA57_RS07960	JYA57_RS07960
7089	ABS858_RS19555	ABS858_RS19555
7090	AACV94_RS15295	AACV94_RS15295
7091	TW84_RS01020	TW84_RS01020
7092	TW84_RS01360	TW84_RS01360
7093	JYA58_RS18080	JYA58_RS18080
7094	JYA58_RS23775	JYA58_RS23775
7095	JYA57_RS24045	JYA57_RS24045
7096	AACS08_RS17565	AACS08_RS17565
7096	AACS08_RS17565	DLR62_RS10005
7096	AACS08_RS17565	EXA16_RS07735
7097	AACX92_RS03695	AACX92_RS03695
7098	AACX92_RS22370	AACX92_RS22370
7099	AACX92_RS22545	AACX92_RS22545
7100	TW84_RS02940	TW84_RS02940
7101	TW84_RS06675	TW84_RS06675
7102	TW84_RS06830	TW84_RS06830
7103	TW84_RS07000	TW84_RS07000
7104	TW84_RS10255	TW84_RS10255
7105	TW84_RS14845	TW84_RS14845
7106	TW84_RS18700	TW84_RS18700
7107	TW84_RS25230	TW84_RS25230
7108	TW84_RS19055	TW84_RS19055
7109	HRU48_RS09925	HRU48_RS09925
7110	CEQ48_RS12950	CEQ48_RS12950
7110	CEQ48_RS12950	ET948_RS11130
7110	CEQ48_RS12950	TW84_RS16750
7111	CEQ48_RS13735	CEQ48_RS13735
7111	CEQ48_RS13735	ET948_RS08765
7111	CEQ48_RS13735	TW84_RS07280
7112	CEQ48_RS15020	CEQ48_RS15020
7113	CEQ48_RS15980	CEQ48_RS15980
7113	CEQ48_RS15980	ET948_RS01445
7113	CEQ48_RS15980	TW84_RS13575
7114	CEQ48_RS16220	CEQ48_RS16220
7114	CEQ48_RS16220	ET948_RS01680
7114	CEQ48_RS16220	TW84_RS22220
7115	CEQ48_RS17150	CEQ48_RS17150
7115	CEQ48_RS17150	TW84_RS06510
7115	CEQ48_RS17150	ET948_RS02775
7116	CEQ48_RS17405	CEQ48_RS17405
7116	CEQ48_RS17405	ET948_RS03020
7116	CEQ48_RS17405	TW84_RS09575
7117	CEQ48_RS18245	CEQ48_RS18245
7117	CEQ48_RS18245	ET948_RS03725
7117	CEQ48_RS18245	TW84_RS09060
7117	CEQ48_RS18245	CEQ48_RS15420
7118	CEQ48_RS18610	CEQ48_RS18610
7118	CEQ48_RS18610	TW84_RS01865
7119	CEQ48_RS19465	CEQ48_RS19465
7119	CEQ48_RS19465	ET948_RS04815
7119	CEQ48_RS19465	TW84_RS10880
7120	CEQ48_RS01795	CEQ48_RS01795
7120	CEQ48_RS01795	TW84_RS15280
7120	CEQ48_RS01795	ET948_RS17125
7121	CEQ48_RS02110	CEQ48_RS02110
7122	CEQ48_RS02910	CEQ48_RS02910
7123	CEQ48_RS03080	CEQ48_RS03080
7123	CEQ48_RS03080	ET948_RS16805
7123	CEQ48_RS03080	TW84_RS11955
7124	CEQ48_RS04235	CEQ48_RS04235
7125	DLR58_RS05355	DLR58_RS05355
7125	DLR58_RS05355	ET948_RS02525
7125	DLR58_RS05355	TW84_RS06230
7126	DLR58_RS06750	DLR58_RS06750
7127	ET948_RS00320	ET948_RS00320
7127	ET948_RS00320	CEQ48_RS14625
7127	ET948_RS00320	TW84_RS05045
7128	ET948_RS00515	ET948_RS00515
7129	ET948_RS10025	ET948_RS10025
7129	ET948_RS10025	CEQ48_RS05740
7129	ET948_RS10025	TW84_RS11730
7130	ET948_RS10230	ET948_RS10230
7131	ET948_RS11395	ET948_RS11395
7132	ET948_RS11560	ET948_RS11560
7132	ET948_RS11560	CEQ48_RS12995
7132	ET948_RS11560	TW84_RS04780
7133	ET948_RS11735	ET948_RS11735
7134	ET948_RS16010	ET948_RS16010
7134	ET948_RS16010	CEQ48_RS16765
7135	EXA14_RS18335	EXA14_RS18335
7136	EXA14_RS02940	EXA14_RS02940
7137	EXA15_RS02670	EXA15_RS02670
7138	EXA17_RS02870	EXA17_RS02870
7139	EXA18_RS00605	EXA18_RS00605
7140	EXA22_RS16585	EXA22_RS16585
7141	EXA23_RS14045	EXA23_RS14045
7142	EXA23_RS17230	EXA23_RS17230
7143	MJ623_RS15810	MJ623_RS15810
7143	MJ623_RS15810	OH455_RS02015
7143	MJ623_RS15810	CEQ48_RS13110
7143	MJ623_RS15810	ET948_RS09700
7144	MJ623_RS17265	MJ623_RS17265
7145	ET948_RS01355	ET948_RS01355
7145	ET948_RS01355	CEQ48_RS07020
7145	ET948_RS01355	TW84_RS13490
7146	ET948_RS01530	ET948_RS01530
7146	ET948_RS01530	TW84_RS20440
7146	ET948_RS01530	CEQ48_RS16065
7147	ET948_RS09315	ET948_RS09315
7147	ET948_RS09315	DLR63_RS02100
7147	ET948_RS09315	GPX87_RS13630
7147	ET948_RS09315	TW84_RS12295
7148	ET948_RS14265	ET948_RS14265
7149	GPX87_RS03340	GPX87_RS03340
7149	GPX87_RS03340	CEQ48_RS15325
7149	GPX87_RS03340	TW84_RS08955
7150	GPX87_RS13655	GPX87_RS13655
7151	GPX94_RS11395	GPX94_RS11395
7151	GPX94_RS11395	TW84_RS03865
7152	EXA14_RS11125	EXA14_RS11125
7153	EXA15_RS09895	EXA15_RS09895
7154	EXA15_RS14645	EXA15_RS14645
7155	EXA17_RS15275	EXA17_RS15275
7156	EXA18_RS13160	EXA18_RS13160
7156	EXA18_RS13160	MJ623_RS12265
7156	EXA18_RS13160	AACU04_RS03175
7156	EXA18_RS13160	MJ623_RS14465
7157	EXA18_RS06500	EXA18_RS06500
7158	EXA18_RS06660	EXA18_RS06660
7158	EXA18_RS06660	ABS858_RS04445
7158	EXA18_RS06660	JYA58_RS04145
7159	EXA19_RS12305	EXA19_RS12305
7160	EXA20_RS16145	EXA20_RS16145
7161	EXA22_RS17155	EXA22_RS17155
7161	EXA22_RS17155	EXA17_RS18565
7162	EXA22_RS12435	EXA22_RS12435
7163	MJ623_RS15225	MJ623_RS15225
7164	MJ623_RS18645	MJ623_RS18645
7165	ET948_RS02160	ET948_RS02160
7165	ET948_RS02160	AACS08_RS12815
7166	ET948_RS15355	ET948_RS15355
7167	GPX87_RS14475	GPX87_RS14475
7168	EXA14_RS19130	EXA14_RS19130
7169	EXA15_RS04640	EXA15_RS04640
7169	EXA15_RS04640	AACT71_RS03345
7170	EXA17_RS12095	EXA17_RS12095
7171	EXA18_RS07780	EXA18_RS07780
7171	EXA18_RS07780	DLR64_RS08710
7172	EXA19_RS13640	EXA19_RS13640
7173	EXA19_RS08300	EXA19_RS08300
7173	EXA19_RS08300	EXA18_RS10425
7174	EXA22_RS03400	EXA22_RS03400
7175	ET948_RS03995	ET948_RS03995
7175	ET948_RS03995	TW84_RS01465
7175	ET948_RS03995	DLR58_RS11420
7176	ET948_RS04240	ET948_RS04240
7176	ET948_RS04240	TW84_RS01910
7176	ET948_RS04240	DLR58_RS11745
7177	ET948_RS04405	ET948_RS04405
7178	ET948_RS06890	ET948_RS06890
7178	ET948_RS06890	CEQ48_RS15530
7178	ET948_RS06890	TW84_RS09175
7179	EXA17_RS10250	EXA17_RS10250
7180	EXA18_RS17605	EXA18_RS17605
7181	EXA20_RS15820	EXA20_RS15820
7181	EXA20_RS15820	DLR58_RS17775
7182	EXA21_RS10325	EXA21_RS10325
7182	EXA21_RS10325	AACU23_RS14190
7183	EXA22_RS09590	EXA22_RS09590
7183	EXA22_RS09590	EXA19_RS08295
7184	ET948_RS09490	ET948_RS09490
7185	ET948_RS10865	ET948_RS10865
7186	ET948_RS11045	ET948_RS11045
7186	ET948_RS11045	TW84_RS04035
7186	ET948_RS11045	CEQ48_RS10670
7187	ET948_RS14675	ET948_RS14675
7187	ET948_RS14675	CEQ48_RS11315
7188	GPX87_RS01965	GPX87_RS01965
7188	GPX87_RS01965	TW84_RS07210
7188	GPX87_RS01965	DLR59_RS15050
7188	GPX87_RS01965	AACU04_RS17880
7189	GPX87_RS14650	GPX87_RS14650
7190	GPX94_RS15900	GPX94_RS15900
7190	GPX94_RS15900	TW84_RS17835
7191	EXA14_RS03285	EXA14_RS03285
7192	EXA14_RS16095	EXA14_RS16095
7193	EXA16_RS18730	EXA16_RS18730
7194	EXA20_RS15505	EXA20_RS15505
7195	EXA22_RS14165	EXA22_RS14165
7195	EXA22_RS14165	ET948_RS15895
7195	EXA22_RS14165	EXA14_RS15260
7196	EXA23_RS11765	EXA23_RS11765
7196	EXA23_RS11765	EXA17_RS10620
7197	EXA23_RS05445	EXA23_RS05445
7198	MJ623_RS04040	MJ623_RS04040
7199	ET948_RS00725	ET948_RS00725
7199	ET948_RS00725	TW84_RS15510
7199	ET948_RS00725	DLR58_RS13700
7200	ET948_RS00895	ET948_RS00895
7200	ET948_RS00895	TW84_RS15650
7200	ET948_RS00895	DLR58_RS13520
7201	ET948_RS05745	ET948_RS05745
7201	ET948_RS05745	CEQ48_RS06140
7201	ET948_RS05745	TW84_RS05705
7202	ET948_RS11885	ET948_RS11885
7203	ET948_RS12080	ET948_RS12080
7203	ET948_RS12080	CEQ48_RS09820
7203	ET948_RS12080	TW84_RS16890
7204	ET948_RS12250	ET948_RS12250
7204	ET948_RS12250	CEQ48_RS09640
7204	ET948_RS12250	TW84_RS04915
7205	TW84_RS00020	TW84_RS00020
7205	TW84_RS00020	CEQ48_RS11960
7206	TW84_RS00185	TW84_RS00185
7206	TW84_RS00185	ET948_RS14130
7206	TW84_RS00185	CEQ48_RS11620
7207	TW84_RS00350	TW84_RS00350
7208	TW84_RS04270	TW84_RS04270
7209	TW84_RS04430	TW84_RS04430
7209	TW84_RS04430	ET948_RS11430
7209	TW84_RS04430	DLR58_RS08450
7210	TW84_RS04625	TW84_RS04625
7210	TW84_RS04625	ET948_RS10175
7210	TW84_RS04625	CEQ48_RS11875
7211	TW84_RS04800	TW84_RS04800
7211	TW84_RS04800	ET948_RS11580
7211	TW84_RS04800	CEQ48_RS13015
7212	TW84_RS05315	TW84_RS05315
7212	TW84_RS05315	ET948_RS12750
7212	TW84_RS05315	DLR58_RS16060
7213	TW84_RS05815	TW84_RS05815
7213	TW84_RS05815	CEQ48_RS08505
7213	TW84_RS05815	ET948_RS08215
7214	TW84_RS23840	TW84_RS23840
7214	TW84_RS23840	CEQ48_RS08220
7215	TW84_RS06140	TW84_RS06140
7215	TW84_RS06140	CEQ48_RS08385
7215	TW84_RS06140	ET948_RS08095
7216	TW84_RS06315	TW84_RS06315
7216	TW84_RS06315	DLR58_RS05440
7216	TW84_RS06315	ET948_RS02610
7217	TW84_RS06480	TW84_RS06480
7217	TW84_RS06480	ET948_RS05825
7217	TW84_RS06480	CEQ48_RS06235
7218	TW84_RS14380	TW84_RS14380
7218	TW84_RS14380	ET948_RS00155
7218	TW84_RS14380	CEQ48_RS14530
7219	TW84_RS14535	TW84_RS14535
7220	TW84_RS18200	TW84_RS18200
7221	TW84_RS18615	TW84_RS18615
7222	TW84_RS22010	TW84_RS22010
7222	TW84_RS22010	ET948_RS05530
7222	TW84_RS22010	CEQ48_RS05890
7223	JYA58_RS25345	JYA58_RS25345
7224	JYA58_RS09250	JYA58_RS09250
7225	JYA57_RS21535	JYA57_RS21535
7226	TW84_RS00560	TW84_RS00560
7227	TW84_RS00900	TW84_RS00900
7228	TW84_RS09185	TW84_RS09185
7229	TW84_RS09510	TW84_RS09510
7229	TW84_RS09510	GPX87_RS04230
7229	TW84_RS09510	CEQ48_RS06610
7230	TW84_RS13875	TW84_RS13875
7230	TW84_RS13875	CEQ48_RS15745
7230	TW84_RS13875	ET948_RS06705
7231	TW84_RS17245	TW84_RS17245
7232	TW84_RS17480	TW84_RS17480
7232	TW84_RS17480	ET948_RS13195
7232	TW84_RS17480	DLR58_RS05130
7233	TW84_RS17640	TW84_RS17640
7233	TW84_RS17640	ET948_RS13355
7233	TW84_RS17640	CEQ48_RS04990
7234	TW84_RS21535	TW84_RS21535
7234	TW84_RS21535	ET948_RS01745
7235	HRU48_RS14765	HRU48_RS14765
7236	HRU48_RS03305	HRU48_RS03305
7237	JYA58_RS13060	JYA58_RS13060
7238	JYA58_RS23915	JYA58_RS23915
7239	JYA57_RS08050	JYA57_RS08050
7240	ABS858_RS23530	ABS858_RS23530
7241	AACV94_RS19325	AACV94_RS19325
7242	TW84_RS01210	TW84_RS01210
7242	TW84_RS01210	CEQ48_RS12525
7243	TW84_RS01440	TW84_RS01440
7243	TW84_RS01440	CEQ48_RS18930
7243	TW84_RS01440	ET948_RS03970
7244	TW84_RS25180	TW84_RS25180
7244	TW84_RS25180	ET948_RS17905
7244	TW84_RS25180	CEQ48_RS20475
7245	TW84_RS08875	TW84_RS08875
7245	TW84_RS08875	ET948_RS08300
7245	TW84_RS08875	CEQ48_RS08590
7246	JYA58_RS23795	JYA58_RS23795
7246	JYA58_RS23795	AACX92_RS18700
7247	JYA57_RS24450	JYA57_RS24450
7248	AACS08_RS21340	AACS08_RS21340
7249	EXA22_RS13420	EXA22_RS13420
7250	EXA22_RS10095	EXA22_RS10095
7251	MJ623_RS17835	MJ623_RS17835
7251	MJ623_RS17835	CEQ48_RS00640
7251	MJ623_RS17835	TW84_RS08325
7251	MJ623_RS17835	ET948_RS15500
7252	MJ623_RS04135	MJ623_RS04135
7253	ET948_RS02810	ET948_RS02810
7253	ET948_RS02810	CEQ48_RS17190
7253	ET948_RS02810	TW84_RS21420
7254	ET948_RS06565	ET948_RS06565
7254	ET948_RS06565	CEQ48_RS15870
7254	ET948_RS06565	TW84_RS13995
7255	ET948_RS12860	ET948_RS12860
7255	ET948_RS12860	CEQ48_RS14090
7255	ET948_RS12860	TW84_RS05450
7256	GPX87_RS15380	GPX87_RS15380
7257	GPX92_RS13695	GPX92_RS13695
7258	EXA14_RS16370	EXA14_RS16370
7259	EXA16_RS10505	EXA16_RS10505
7260	EXA17_RS10265	EXA17_RS10265
7261	EXA17_RS15895	EXA17_RS15895
7262	EXA22_RS12880	EXA22_RS12880
7263	ET948_RS02680	ET948_RS02680
7263	ET948_RS02680	TW84_RS20085
7263	ET948_RS02680	CEQ48_RS17005
7264	ET948_RS11070	ET948_RS11070
7264	ET948_RS11070	CEQ48_RS10645
7264	ET948_RS11070	TW84_RS04060
7265	ET948_RS14495	ET948_RS14495
7266	GPX87_RS14680	GPX87_RS14680
7267	GPX94_RS15930	GPX94_RS15930
7268	EXA14_RS03300	EXA14_RS03300
7269	EXA17_RS19270	EXA17_RS19270
7270	EXA22_RS16865	EXA22_RS16865
7271	EXA23_RS11785	EXA23_RS11785
7272	ET948_RS00740	ET948_RS00740
7273	ET948_RS05760	ET948_RS05760
7273	ET948_RS05760	TW84_RS05690
7273	ET948_RS05760	CEQ48_RS06155
7274	ET948_RS11900	ET948_RS11900
7275	TW84_RS23900	TW84_RS23900
7276	TW84_RS00365	TW84_RS00365
7277	TW84_RS04445	TW84_RS04445
7277	TW84_RS04445	ET948_RS11445
7277	TW84_RS04445	DLR58_RS08435
7278	TW84_RS04640	TW84_RS04640
7279	TW84_RS04815	TW84_RS04815
7280	TW84_RS04980	TW84_RS04980
7280	TW84_RS04980	ET948_RS12415
7280	TW84_RS04980	CEQ48_RS09570
7281	TW84_RS05135	TW84_RS05135
7282	TW84_RS05330	TW84_RS05330
7282	TW84_RS05330	CEQ48_RS13985
7282	TW84_RS05330	ET948_RS12765
7283	TW84_RS05670	TW84_RS05670
7283	TW84_RS05670	ET948_RS05780
7283	TW84_RS05670	CEQ48_RS06180
7284	TW84_RS05990	TW84_RS05990
7284	TW84_RS05990	ET948_RS07875
7284	TW84_RS05990	CEQ48_RS08235
7285	TW84_RS10715	TW84_RS10715
7286	TW84_RS10890	TW84_RS10890
7286	TW84_RS10890	DLR58_RS14145
7286	TW84_RS10890	GPX87_RS05565
7287	TW84_RS14550	TW84_RS14550
7288	TW84_RS18630	TW84_RS18630
7288	TW84_RS18630	GPX87_RS14575
7288	TW84_RS18630	DLR58_RS18730
7289	TW84_RS22200	TW84_RS22200
7289	TW84_RS22200	EXA21_RS06595
7289	TW84_RS22200	CEQ48_RS16200
7290	TW84_RS22390	TW84_RS22390
7291	JYA58_RS15180	JYA58_RS15180
7292	JYA58_RS09365	JYA58_RS09365
7292	JYA58_RS09365	DLR59_RS12270
7293	AACV94_RS15390	AACV94_RS15390
7294	TW84_RS00575	TW84_RS00575
7295	TW84_RS00925	TW84_RS00925
7296	TW84_RS09200	TW84_RS09200
7297	TW84_RS09530	TW84_RS09530
7297	TW84_RS09530	EXA18_RS03095
7297	TW84_RS09530	CEQ48_RS06590
7298	TW84_RS14060	TW84_RS14060
7298	TW84_RS14060	CEQ48_RS01880
7298	TW84_RS14060	ET948_RS17050
7299	TW84_RS17260	TW84_RS17260
7300	EXA16_RS18080	EXA16_RS18080
7301	EXA17_RS15495	EXA17_RS15495
7302	EXA18_RS06205	EXA18_RS06205
7303	EXA19_RS12500	EXA19_RS12500
7304	EXA19_RS12665	EXA19_RS12665
7305	EXA20_RS17590	EXA20_RS17590
7306	EXA18_RS12595	EXA18_RS12595
7307	EXA20_RS16995	EXA20_RS16995
7308	EXA22_RS13430	EXA22_RS13430
7309	EXA22_RS10180	EXA22_RS10180
7310	MJ623_RS14350	MJ623_RS14350
7311	MJ623_RS16555	MJ623_RS16555
7312	ET948_RS02820	ET948_RS02820
7313	ET948_RS12690	ET948_RS12690
7313	ET948_RS12690	TW84_RS08945
7313	ET948_RS12690	CEQ48_RS13915
7314	ET948_RS17525	ET948_RS17525
7315	GPX87_RS15390	GPX87_RS15390
7316	GPX92_RS13705	GPX92_RS13705
7317	GPX94_RS00875	GPX94_RS00875
7317	GPX94_RS00875	CEQ48_RS14855
7317	GPX94_RS00875	EXA22_RS11435
7318	EXA14_RS16380	EXA14_RS16380
7318	EXA14_RS16380	EXA18_RS06375
7319	EXA17_RS10275	EXA17_RS10275
7320	EXA17_RS16235	EXA17_RS16235
7321	ET948_RS09325	ET948_RS09325
7321	ET948_RS09325	CEQ48_RS13365
7322	ET948_RS09515	ET948_RS09515
7323	ET948_RS11255	ET948_RS11255
7323	ET948_RS11255	TW84_RS03850
7323	ET948_RS11255	CEQ48_RS12700
7324	ET948_RS14505	ET948_RS14505
7325	GPX87_RS09560	GPX87_RS09560
7326	EXA14_RS03310	EXA14_RS03310
7327	EXA14_RS16120	EXA14_RS16120
7328	EXA16_RS07745	EXA16_RS07745
7328	EXA16_RS07745	DLR62_RS10015
7328	EXA16_RS07745	AACS08_RS17555
7329	EXA17_RS11190	EXA17_RS11190
7329	EXA17_RS11190	GPX94_RS03400
7330	EXA20_RS17100	EXA20_RS17100
7331	EXA22_RS16915	EXA22_RS16915
7332	EXA23_RS05500	EXA23_RS05500
7332	EXA23_RS05500	ET948_RS08470
7333	ET948_RS00545	ET948_RS00545
7334	ET948_RS00920	ET948_RS00920
7334	ET948_RS00920	TW84_RS15675
7334	ET948_RS00920	CEQ48_RS15270
7335	ET948_RS05610	ET948_RS05610
7335	ET948_RS05610	CEQ48_RS05990
